/home-folder/work/study/pt-aten-logger/pt_aten_logger/test2.py:28: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /sgl-workspace/pytorch/aten/src/ATen/native/Scalar.cpp:22.)
  return loss.item()
![PTATenLog _record_function_enter_new.default Inputs=('Optimizer.zero_grad#SGD.zero_grad',) Outputs=ScriptObject <__torch__.torch.classes.profiler._RecordFunction>] -- ElapsedTime=22.64us
![PTATenLog _record_function_exit._RecordFunction Inputs=(<torch.ScriptObject object at 0x4604d130>,) Outputs=None] -- ElapsedTime=9.71us
![PTATenLog t.default Inputs=('[1, 10]:torch.float32:cpu:591900736',) Outputs=[10, 1]:torch.float32:cpu:591900736] -- ElapsedTime=76.33us
![PTATenLog addmm.default Inputs=('[1]:torch.float32:cpu:591729984', '[16, 10]:torch.float32:cpu:1178054720', '[10, 1]:torch.float32:cpu:591900736') Outputs=[16, 1]:torch.float32:cpu:1177954112] -- ElapsedTime=105.67us
![PTATenLog mse_loss.default Inputs=('[16, 1]:torch.float32:cpu:1177954112', '[16, 1]:torch.float32:cpu:1177892160') Outputs=[]:torch.float32:cpu:1178066240] -- ElapsedTime=140.31us
![PTATenLog ones_like.default Inputs=('[]:torch.float32:cpu:1178066240',) kwargs={'pin_memory': False, 'memory_format': torch.preserve_format} Outputs=[]:torch.float32:cpu:1178037888] -- ElapsedTime=28.25us
![PTATenLog mse_loss_backward.default Inputs=('[]:torch.float32:cpu:1178037888', '[16, 1]:torch.float32:cpu:1177954112', '[16, 1]:torch.float32:cpu:1177892160', 1) Outputs=[16, 1]:torch.float32:cpu:1177841536] -- ElapsedTime=59.20us
![PTATenLog t.default Inputs=('[16, 1]:torch.float32:cpu:1177841536',) Outputs=[1, 16]:torch.float32:cpu:1177841536] -- ElapsedTime=9.38us
![PTATenLog mm.default Inputs=('[1, 16]:torch.float32:cpu:1177841536', '[16, 10]:torch.float32:cpu:1178054720') Outputs=[1, 10]:torch.float32:cpu:1178116096] -- ElapsedTime=14.11us
![PTATenLog t.default Inputs=('[1, 10]:torch.float32:cpu:1178116096',) Outputs=[10, 1]:torch.float32:cpu:1178116096] -- ElapsedTime=2.34us
![PTATenLog sum.dim_IntList Inputs=('[16, 1]:torch.float32:cpu:1177841536', [0], True) Outputs=[1, 1]:torch.float32:cpu:1178117376] -- ElapsedTime=21.95us
![PTATenLog view.default Inputs=('[1, 1]:torch.float32:cpu:1178117376', [1]) Outputs=[1]:torch.float32:cpu:1178117376] -- ElapsedTime=9.90us
![PTATenLog detach.default Inputs=('[1]:torch.float32:cpu:1178117376',) Outputs=[1]:torch.float32:cpu:1178117376] -- ElapsedTime=5.45us
![PTATenLog detach.default Inputs=('[1]:torch.float32:cpu:1178117376',) Outputs=[1]:torch.float32:cpu:1178117376] -- ElapsedTime=3.73us
![PTATenLog t.default Inputs=('[10, 1]:torch.float32:cpu:1178116096',) Outputs=[1, 10]:torch.float32:cpu:1178116096] -- ElapsedTime=2.58us
![PTATenLog detach.default Inputs=('[1, 10]:torch.float32:cpu:1178116096',) Outputs=[1, 10]:torch.float32:cpu:1178116096] -- ElapsedTime=1.86us
![PTATenLog detach.default Inputs=('[1, 10]:torch.float32:cpu:1178116096',) Outputs=[1, 10]:torch.float32:cpu:1178116096] -- ElapsedTime=2.00us
![PTATenLog _record_function_enter_new.default Inputs=('Optimizer.step#SGD.step',) Outputs=ScriptObject <__torch__.torch.classes.profiler._RecordFunction>] -- ElapsedTime=15.95us
![PTATenLog add_.Tensor Inputs=('[1, 10]:torch.float32:cpu:591900736', '[1, 10]:torch.float32:cpu:1178116096') kwargs={'alpha': -0.01} Outputs=[1, 10]:torch.float32:cpu:591900736] -- ElapsedTime=20.92us
![PTATenLog add_.Tensor Inputs=('[1]:torch.float32:cpu:591729984', '[1]:torch.float32:cpu:1178117376') kwargs={'alpha': -0.01} Outputs=[1]:torch.float32:cpu:591729984] -- ElapsedTime=4.70us
![PTATenLog _record_function_exit._RecordFunction Inputs=(<torch.ScriptObject object at 0x45efc5a0>,) Outputs=None] -- ElapsedTime=13.47us
![PTATenLog _local_scalar_dense.default Inputs=('[]:torch.float32:cpu:1178066240',) Outputs=1.4181642532348633] -- ElapsedTime=4.86us
Epoch 1, Loss: 1.4182
![PTATenLog _record_function_enter_new.default Inputs=('Optimizer.zero_grad#SGD.zero_grad',) Outputs=ScriptObject <__torch__.torch.classes.profiler._RecordFunction>] -- ElapsedTime=9.85us
![PTATenLog _record_function_exit._RecordFunction Inputs=(<torch.ScriptObject object at 0x4638a500>,) Outputs=None] -- ElapsedTime=7.93us
![PTATenLog t.default Inputs=('[1, 10]:torch.float32:cpu:591900736',) Outputs=[10, 1]:torch.float32:cpu:591900736] -- ElapsedTime=6.79us
![PTATenLog addmm.default Inputs=('[1]:torch.float32:cpu:591729984', '[16, 10]:torch.float32:cpu:1178120640', '[10, 1]:torch.float32:cpu:591900736') Outputs=[16, 1]:torch.float32:cpu:1178116480] -- ElapsedTime=24.23us
![PTATenLog mse_loss.default Inputs=('[16, 1]:torch.float32:cpu:1178116480', '[16, 1]:torch.float32:cpu:1177891328') Outputs=[]:torch.float32:cpu:1177954112] -- ElapsedTime=41.73us
![PTATenLog ones_like.default Inputs=('[]:torch.float32:cpu:1177954112',) kwargs={'pin_memory': False, 'memory_format': torch.preserve_format} Outputs=[]:torch.float32:cpu:1178118080] -- ElapsedTime=11.66us
![PTATenLog mse_loss_backward.default Inputs=('[]:torch.float32:cpu:1178118080', '[16, 1]:torch.float32:cpu:1178116480', '[16, 1]:torch.float32:cpu:1177891328', 1) Outputs=[16, 1]:torch.float32:cpu:1178118144] -- ElapsedTime=12.33us
![PTATenLog t.default Inputs=('[16, 1]:torch.float32:cpu:1178118144',) Outputs=[1, 16]:torch.float32:cpu:1178118144] -- ElapsedTime=3.78us
![PTATenLog mm.default Inputs=('[1, 16]:torch.float32:cpu:1178118144', '[16, 10]:torch.float32:cpu:1178120640') Outputs=[1, 10]:torch.float32:cpu:1178117952] -- ElapsedTime=6.05us
![PTATenLog t.default Inputs=('[1, 10]:torch.float32:cpu:1178117952',) Outputs=[10, 1]:torch.float32:cpu:1178117952] -- ElapsedTime=2.29us
![PTATenLog sum.dim_IntList Inputs=('[16, 1]:torch.float32:cpu:1178118144', [0], True) Outputs=[1, 1]:torch.float32:cpu:1178118336] -- ElapsedTime=10.81us
![PTATenLog view.default Inputs=('[1, 1]:torch.float32:cpu:1178118336', [1]) Outputs=[1]:torch.float32:cpu:1178118336] -- ElapsedTime=6.43us
![PTATenLog detach.default Inputs=('[1]:torch.float32:cpu:1178118336',) Outputs=[1]:torch.float32:cpu:1178118336] -- ElapsedTime=3.27us
![PTATenLog detach.default Inputs=('[1]:torch.float32:cpu:1178118336',) Outputs=[1]:torch.float32:cpu:1178118336] -- ElapsedTime=2.82us
![PTATenLog t.default Inputs=('[10, 1]:torch.float32:cpu:1178117952',) Outputs=[1, 10]:torch.float32:cpu:1178117952] -- ElapsedTime=2.34us
![PTATenLog detach.default Inputs=('[1, 10]:torch.float32:cpu:1178117952',) Outputs=[1, 10]:torch.float32:cpu:1178117952] -- ElapsedTime=1.83us
![PTATenLog detach.default Inputs=('[1, 10]:torch.float32:cpu:1178117952',) Outputs=[1, 10]:torch.float32:cpu:1178117952] -- ElapsedTime=2.00us
![PTATenLog _record_function_enter_new.default Inputs=('Optimizer.step#SGD.step',) Outputs=ScriptObject <__torch__.torch.classes.profiler._RecordFunction>] -- ElapsedTime=8.76us
![PTATenLog add_.Tensor Inputs=('[1, 10]:torch.float32:cpu:591900736', '[1, 10]:torch.float32:cpu:1178117952') kwargs={'alpha': -0.01} Outputs=[1, 10]:torch.float32:cpu:591900736] -- ElapsedTime=8.34us
![PTATenLog add_.Tensor Inputs=('[1]:torch.float32:cpu:591729984', '[1]:torch.float32:cpu:1178118336') kwargs={'alpha': -0.01} Outputs=[1]:torch.float32:cpu:591729984] -- ElapsedTime=3.60us
![PTATenLog _record_function_exit._RecordFunction Inputs=(<torch.ScriptObject object at 0x46091e60>,) Outputs=None] -- ElapsedTime=8.22us
![PTATenLog _local_scalar_dense.default Inputs=('[]:torch.float32:cpu:1177954112',) Outputs=1.2682870626449585] -- ElapsedTime=2.65us
Epoch 2, Loss: 1.2683
![PTATenLog _record_function_enter_new.default Inputs=('Optimizer.zero_grad#SGD.zero_grad',) Outputs=ScriptObject <__torch__.torch.classes.profiler._RecordFunction>] -- ElapsedTime=7.50us
